,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
2528,CDS,"product (putative autotransporter adhesin YcgV), transl_table (11), protein_id (ref|NP_415720.1||gnl|REF_b1202|NP_415720), transcript_id (gnl|b1202|mrna.NP_415720), db_xref (UniProtKB/Swiss-Prot:P76017), ",1253085,1255952,2867,1,4.638995465643529,4.638995465643529,4.638995465643529,4.638995465643529
2681,CDS,"product (DUF2207 domain-containing protein YciQ), transl_table (11), protein_id (ref|NP_415784.1||gnl|REF_b1268|NP_415784), transcript_id (gnl|b1268|mrna.NP_415784), db_xref (UniProtKB/Swiss-Prot:P45848), ",1324746,1326641,1895,1,10.18469656992084,10.18469656992084,10.18469656992084,10.18469656992084
4137,CDS,"product (flagellar export ATPase FliI), transl_table (11), protein_id (ref|NP_416451.1||gnl|REF_b1941|NP_416451), transcript_id (gnl|b1941|mrna.NP_416451), db_xref (UniProtKB/Swiss-Prot:P52612), ",2016554,2017927,1373,1,9.249817916970137,9.249817916970137,9.249817916970139,9.249817916970139
4540,CDS,"product (glycine betaine ABC transporter membrane subunit YehY), transl_table (11), protein_id (ref|NP_416634.1||gnl|REF_b2130|NP_416634), transcript_id (gnl|b2130|mrna.NP_416634), db_xref (UniProtKB/Swiss-Prot:P33361), ",2217400,2218557,1157,1,19.27398444252377,19.27398444252377,19.27398444252377,19.27398444252377
5853,CDS,"product (putative flavoprotein), transl_table (11), protein_id (ref|NP_417249.4||gnl|REF_b2769|NP_417249), transcript_id (gnl|b2769|mrna.NP_417249), db_xref (UniProtKB/Swiss-Prot:Q46907), ",2894919,2895779,860,1,14.30232558139535,14.30232558139535,14.30232558139535,14.30232558139535
6579,ncRNA,"ncRNA_class (other), product (RNase P catalytic RNA component), ",3270216,3270592,376,2,45.47872340425532,41.48936170212766,45.47872340425532,45.47872340425532
7180,CDS,"product (RNA 3'-terminal phosphate cyclase), EC_number (6.5.1.4), transl_table (11), protein_id (ref|YP_026219.1||gnl|REF_b4475|YP_026219), transcript_id (gnl|b4475|mrna.YP_026219), db_xref (UniProtKB/Swiss-Prot:P46849), ",3555833,3556849,1016,1,13.68110236220473,13.68110236220473,13.68110236220472,13.68110236220472
7313,CDS,"product (rhs element protein RhsB), transl_table (11), protein_id (ref|YP_026224.1||gnl|REF_b3482|YP_026224), transcript_id (gnl|b3482|mrna.YP_026224), db_xref (UniProtKB/Swiss-Prot:P16917), ",3619192,3623427,4235,2,3.884297520661157,3.884297520661157,36.74144037780401,36.74144037780401
7476,CDS,"product (PF13488 family lipoprotein YiaD), transl_table (11), protein_id (ref|YP_026228.1||gnl|REF_b3552|YP_026228), transcript_id (gnl|b3552|mrna.YP_026228), db_xref (UniProtKB/Swiss-Prot:P37665), ",3716547,3717206,659,1,28.52807283763278,28.52807283763278,28.52807283763278,28.52807283763278
7509,CDS,"product (xylulokinase), EC_number (2.7.1.17), transl_table (11), protein_id (ref|NP_418021.1||gnl|REF_b3564|NP_418021), transcript_id (gnl|b3564|mrna.NP_418021), db_xref (UniProtKB/Swiss-Prot:P09099), ",3727917,3729371,1454,1,9.628610729023384,9.628610729023384,9.628610729023384,9.628610729023384
7573,CDS,"product (rhs element protein RhsA), transl_table (11), protein_id (ref|NP_418050.1||gnl|REF_b3593|NP_418050), transcript_id (gnl|b3593|mrna.NP_418050), db_xref (UniProtKB/Swiss-Prot:P16916), ",3762183,3766316,4133,2,3.980159690297604,3.980159690297604,37.64819743527704,37.64819743527704
7729,CDS,"product (purine ribonucleoside exporter), transl_table (11), protein_id (ref|NP_418118.2||gnl|REF_b3662|NP_418118), transcript_id (gnl|b3662|mrna.NP_418118), db_xref (UniProtKB/Swiss-Prot:P0ADL1), ",3840549,3841739,1190,1,11.59663865546218,11.59663865546218,11.59663865546218,11.59663865546218
9031,CDS,"product (ferric citrate outer membrane transporter), transl_table (11), protein_id (ref|NP_418711.1||gnl|REF_b4291|NP_418711), transcript_id (gnl|b4291|mrna.NP_418711), db_xref (UniProtKB/Swiss-Prot:P13036), ",4514353,4516677,2324,2,6.411359724612736,6.411359724612736,6.411359724612737,6.411359724612737
9185,CDS,"product (L-galactonate oxidoreductase), EC_number (1.1.1.414), transl_table (11), protein_id (ref|NP_418778.4||gnl|REF_b4358|NP_418778), transcript_id (gnl|b4358|mrna.NP_418778), db_xref (UniProtKB/Swiss-Prot:P39400), ",4595990,4597012,1022,1,10.95890410958904,10.95890410958904,10.95890410958904,10.95890410958904
