,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
381,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003872291.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_218367.1), ",190766,191422,656,2,83.9939024390244,54.8780487804878,83.9939024390244,83.9939024390244
383,CDS,"product (helix-turn-helix transcriptional regulator), transl_table (11), protein_id (ref|WP_003872292.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_008262950.1), ",191586,191984,398,2,72.61306532663316,51.25628140703517,72.61306532663316,72.61306532663316
385,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003872293.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_218364.1), ",192408,192941,533,1,51.59474671669793,51.59474671669793,51.59474671669793,51.59474671669793
389,CDS,"product (DUF4328 domain-containing protein), transl_table (11), protein_id (ref|WP_019683737.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_019683737.1), ",194719,195468,749,1,28.03738317757009,28.03738317757009,28.03738317757009,28.03738317757009
393,CDS,"product (LCP family protein), transl_table (11), protein_id (ref|WP_003872298.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872298.1), ",196288,197241,953,1,25.81322140608605,25.81322140608605,25.81322140608604,25.81322140608604
395,CDS,"product (DUF2470 domain-containing protein), transl_table (11), protein_id (ref|WP_003876925.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_011723393.1), ",197547,198341,794,6,72.60705289672543,65.07136859781697,100.0,100.0
397,CDS,"product (prephenate dehydratase), EC_number (4.2.1.51), transl_table (11), protein_id (ref|WP_003872300.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_014383632.1), ",198432,199379,947,2,74.7624076029567,55.12143611404434,74.7624076029567,74.7624076029567
399,CDS,"product (histidine phosphatase family protein), transl_table (11), protein_id (ref|WP_003872301.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009956964.1), ",199376,200071,695,1,20.43165467625899,20.43165467625899,20.43165467625899,20.43165467625899
405,CDS,"product (septum formation family protein), transl_table (11), protein_id (ref|WP_040963250.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_011723395.1), ",200683,202044,1361,10,78.6921381337252,65.1285819250551,78.69213813372521,78.69213813372521
407,CDS,"product (serine--tRNA ligase), EC_number (6.1.1.11), transl_table (11), protein_id (ref|WP_003872306.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009974433.1), ",202154,203431,1277,1,16.99295223179326,16.99295223179326,16.99295223179326,16.99295223179326
419,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003872312.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872312.1), ",207643,207978,335,1,50.44776119402985,50.44776119402985,50.44776119402985,50.44776119402985
427,CDS,"product (1-acyl-sn-glycerol-3-phosphate acyltransferase), transl_table (11), protein_id (ref|WP_003876941.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009955783.1), ",211312,212097,785,1,14.26751592356688,14.26751592356688,14.26751592356688,14.26751592356688
431,CDS,"product (cold-shock protein), transl_table (11), protein_id (ref|WP_003876943.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003876943.1), ",213047,214684,1637,2,27.91692119731216,27.73365913255956,27.91692119731216,27.91692119731216
445,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_042632775.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003900760.1), ",220705,222642,1937,1,20.70211667527104,20.70211667527104,20.70211667527104,20.70211667527104
449,CDS,"product (esterase family protein), transl_table (11), protein_id (ref|WP_010948781.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_857470.1), ",224198,225100,902,1,17.96008869179601,17.96008869179601,17.96008869179601,17.96008869179601
451,CDS,"product (cutinase family protein), transl_table (11), protein_id (ref|WP_003872575.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009956783.1), ",225265,226275,1010,2,33.26732673267327,19.20792079207921,33.26732673267327,33.26732673267327
453,CDS,"product (AMP-binding protein), transl_table (11), protein_id (ref|WP_003872576.1|), note (activates fatty acids by binding to coenzyme A), inference (COORDINATES: similar to AA sequence:RefSeq:WP_008263031.1), ",226557,228455,1898,2,56.21707060063225,25.21074815595363,56.21707060063225,56.21707060063225
455,CDS,"product (type I polyketide synthase), transl_table (11), protein_id (ref|WP_003872577.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009956781.1), ",228467,233842,5375,4,25.97209302325581,3.669767441860465,74.64186046511628,74.64186046511628
457,CDS,"product (acyl-CoA carboxylase subunit beta), transl_table (11), protein_id (ref|WP_031350994.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_014378854.1), ",233851,235416,1565,2,86.77316293929712,12.04472843450479,86.77316293929712,86.77316293929712
463,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|WP_003876954.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003876954.1), ",237137,238906,1769,1,10.00565291124929,10.00565291124929,10.00565291124929,10.00565291124929
467,CDS,"product (LLM class flavin-dependent oxidoreductase), transl_table (11), protein_id (ref|WP_003876956.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872583.1), ",240047,240907,860,2,61.86046511627907,36.74418604651163,61.86046511627907,61.86046511627907
469,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003876957.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872584.1), ",240904,241419,515,1,35.14563106796116,35.14563106796116,35.14563106796116,35.14563106796116
471,CDS,"product (arabinosyltransferase), transl_table (11), protein_id (ref|WP_010948786.1|), inference (COORDINATES: similar to AA sequence:SwissProt:P71486.1), ",241564,244761,3197,2,7.100406631216766,7.100406631216766,7.100406631216766,7.100406631216766
473,CDS,"product (arabinosyltransferase), transl_table (11), protein_id (ref|WP_003876960.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_218311.1), ",244758,248084,3326,3,26.0222489476849,14.09100020044097,76.7889356584486,76.7889356584486
475,CDS,"product (FHA domain-containing protein), transl_table (11), protein_id (ref|WP_015632708.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_015632708.1), ",248262,249416,1154,3,17.07105719237435,15.25129982668977,39.77469670710572,39.77469670710572
477,CDS,"product (maleylpyruvate isomerase family mycothiol-dependent enzyme), transl_table (11), protein_id (ref|WP_003872588.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872588.1), ",249420,250043,623,2,89.24558587479936,79.61476725521669,89.24558587479936,89.24558587479936
481,CDS,"product (arabinosyltransferase), transl_table (11), protein_id (ref|WP_003876961.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_009974473.1), ",250497,253772,3275,2,6.351145038167939,6.351145038167939,45.89312977099237,45.89312977099237
483,CDS,"product (arabinofuranosyltransferase), transl_table (11), protein_id (ref|WP_003872591.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872591.1), ",253779,255872,2093,3,24.84472049689441,21.57986940595636,24.84472049689441,24.84472049689441
493,CDS,"product (TauD/TfdA family dioxygenase), transl_table (11), protein_id (ref|WP_010948789.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_011723420.1), ",259408,260295,887,2,91.77001127395717,34.10372040586246,91.77001127395715,91.77001127395715
505,CDS,"product (cysteine desulfurase-like protein), transl_table (11), protein_id (ref|WP_003872602.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_218295.1), ",265500,266696,1196,3,55.51839464882943,32.30211817168339,55.51839464882943,55.51839464882943
515,CDS,"product (serine hydrolase), transl_table (11), protein_id (ref|WP_003872606.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003872606.1), ",269184,270428,1244,1,19.21221864951768,19.21221864951768,19.21221864951768,19.21221864951768
517,CDS,"product (crotonase/enoyl-CoA hydratase family protein), transl_table (11), protein_id (ref|WP_003872607.1|), note (Catalyzes the reversible hydration of unsaturated fatty acyl-CoA to beta-hydroxyacyl-CoA), inference (COORDINATES: similar to AA sequence:RefSeq:NP_218291.1), ",270448,271272,824,1,23.90776699029126,23.90776699029126,23.90776699029126,23.90776699029126
519,CDS,"product (TIGR03086 family protein), transl_table (11), protein_id (ref|WP_019305855.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_016705496.1), ",271287,271883,596,2,76.51006711409396,28.94295302013423,76.51006711409396,76.51006711409396
549,CDS,"product (NADPH:quinone oxidoreductase family protein), transl_table (11), protein_id (ref|WP_003876981.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003876981.1), ",283275,284243,968,1,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727
567,CDS,"product (ABC transporter substrate-binding protein), transl_table (11), protein_id (ref|WP_003873748.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003873748.1), ",290932,291879,947,2,17.31784582893347,17.21224920802534,17.31784582893347,17.31784582893347
573,CDS,"product (ABC transporter permease), transl_table (11), protein_id (ref|WP_003874135.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003874135.1), ",293657,294373,716,1,64.3854748603352,64.3854748603352,64.3854748603352,64.3854748603352
579,CDS,"product (tRNA adenosine deaminase-associated protein), transl_table (11), protein_id (ref|WP_003874138.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_857416.1), ",296023,296544,521,1,27.06333973128599,27.06333973128599,27.06333973128599,27.06333973128599
595,CDS,"product (cellulase family glycosylhydrolase), transl_table (11), protein_id (ref|WP_003874145.1|), inference (COORDINATES: similar to AA sequence:RefSeq:NP_217612.1), ",303353,304486,1133,2,18.97616946160635,18.97616946160635,42.54192409532215,42.54192409532215
601,CDS,"product (sulfotransferase family protein), transl_table (11), pseudo, note (frameshifted), inference (COORDINATES: similar to AA sequence:RefSeq:WP_014381648.1), ",305208,306417,1209,1,12.32423490488007,12.32423490488007,12.32423490488007,12.32423490488007
613,CDS,"product (pyruvate carboxylase), EC_number (6.4.1.1), transl_table (11), protein_id (ref|WP_010948810.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_014383661.1), ",310825,314208,3383,2,6.621342004138339,6.621342004138339,36.97901271061188,36.97901271061188
621,CDS,"product (helix-turn-helix transcriptional regulator), transl_table (11), protein_id (ref|WP_003876997.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_008263181.1), ",317871,319304,1433,3,17.55059316120028,18.72528494998837,100.0,100.0
627,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003876999.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003876999.1), ",320496,321770,1274,1,11.06750392464678,11.06750392464678,11.06750392464678,11.06750392464678
631,CDS,"product (ergothioneine biosynthesis PLP-dependent enzyme EgtE), transl_table (11), protein_id (ref|WP_003877001.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003873349.1), ",322465,323610,1145,1,18.16593886462882,18.16593886462882,18.16593886462882,18.16593886462882
637,CDS,"product (ergothioneine biosynthesis protein EgtB), transl_table (11), protein_id (ref|WP_003873352.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_011723533.1), ",325270,326571,1301,2,77.17140661029977,12.64411990776326,77.17140661029977,77.17140661029977
639,CDS,"product (ergothioneine biosynthesis glutamate--cysteine ligase EgtA), EC_number (6.3.2.2), transl_table (11), protein_id (ref|WP_003873353.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_003873353.1), ",326568,327878,1310,9,47.63358778625954,26.73452078032231,100.0,100.0
643,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003873355.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_008263266.1), ",328814,329332,518,2,100.0,99.13127413127413,100.0,100.0
645,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|WP_003873356.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_014378919.1), ",329475,329936,461,4,100.0,84.16485900216921,100.0,100.0
647,CDS,"product (DUF4185 domain-containing protein), transl_table (11), protein_id (ref|WP_003873357.1|), inference (COORDINATES: similar to AA sequence:RefSeq:WP_011723528.1), ",330085,331233,1148,1,9.494773519163763,9.494773519163763,9.494773519163763,9.494773519163763
