,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
3429,misc_feature,"product (prophage Sp9; lambda-like phage), ",1757644,1815725,58081,11,4.231375148499509,0.4725375690062937,30.82247206487492,30.82247206487492
3507,CDS,"product (phage terminase large subunit), transl_table (11), protein_id (ref|NP_309819.1|), ",1781294,1782955,1661,3,12.46237206502107,11.05759582580775,27.69416014449127,27.69416014449127
3513,CDS,"product (phage portal protein), transl_table (11), protein_id (ref|NP_309822.1|), ",1785168,1787747,2579,1,4.497867390461419,4.497867390461419,4.497867390461419,4.497867390461419
3527,CDS,"product (phage minor tail protein), transl_table (11), protein_id (ref|NP_309829.2|), ",1790471,1790680,209,1,86.1244019138756,86.1244019138756,86.1244019138756,86.1244019138756
3529,CDS,"product (phage tail length tape measure protein), transl_table (11), protein_id (ref|NP_309830.1|), ",1790733,1793813,3080,2,8.733766233766234,8.733766233766234,8.733766233766234,8.733766233766234
3539,CDS,"product (phage tail fiber protein), transl_table (11), protein_id (ref|NP_309835.1|), ",1799067,1800380,1313,4,33.35872048743336,27.87509520182788,33.35872048743336,33.35872048743336
3782,misc_feature,"product (prophage Sp10, lambda-like phage), ",1921509,1972663,51154,9,6.081915113466899,0.5430225940840947,39.27943073855417,39.27943073855417
3866,CDS,"product (phage terminase large subunit), transl_table (11), protein_id (ref|NP_309998.1|), ",1948592,1950253,1661,3,12.46237206502107,11.05759582580775,27.69416014449127,27.69416014449127
3888,CDS,"product (phage minor tail protein), transl_table (11), protein_id (ref|NP_310009.2|), ",1957778,1957987,209,1,86.1244019138756,86.1244019138756,86.1244019138756,86.1244019138756
3890,CDS,"product (phage tail length tape measure protein), transl_table (11), protein_id (ref|NP_310010.1|), ",1958039,1961119,3080,2,8.733766233766234,8.733766233766234,8.733766233766234,8.733766233766234
3906,CDS,"product (phage tail fiber protein), transl_table (11), protein_id (ref|NP_310019.2|), ",1968567,1969880,1313,3,31.15003808073115,25.51408987052551,31.15003808073115,31.15003808073115
4042,CDS,"product (type IV secretion protein Rhs), transl_table (11), protein_id (ref|NP_310088.2|), ",2046050,2050252,4202,2,5.818657782008567,5.818657782008567,22.03712517848643,22.03712517848643
4218,misc_feature,"product (prophage Sp11, lambda-like phage), ",2158311,2204088,45777,1,0.6968564999890775,0.6968564999890775,0.6968564999890775,0.6968564999890775
4351,misc_feature,"product (prophage Sp12, lambda-like phage), ",2204089,2255027,50938,9,30.69712199144058,0.4724697998874448,38.54097137696808,38.54097137696808
4380,CDS,"product (phage tail fiber protein), transl_table (11), protein_id (ref|NP_310258.1|), ",2211962,2213185,1223,2,27.55519215044971,26.28781684382665,27.55519215044971,27.55519215044971
4398,CDS,"product (phage tail length tape measure protein), transl_table (11), protein_id (ref|NP_310267.1|), ",2220097,2223339,3242,2,8.328192473781616,8.328192473781616,8.328192473781616,8.328192473781616
4400,CDS,"product (phage minor tail protein), transl_table (11), protein_id (ref|NP_310268.2|), ",2223387,2223596,209,1,60.28708133971292,60.28708133971292,60.28708133971292,60.28708133971292
4414,CDS,"product (phage portal protein), transl_table (11), protein_id (ref|NP_310275.1|), ",2226336,2228915,2579,1,4.497867390461419,4.497867390461419,4.497867390461419,4.497867390461419
4420,CDS,"product (phage terminase large subunit), transl_table (11), protein_id (ref|NP_310278.1|), ",2231128,2232789,1661,3,27.69416014449127,11.05759582580775,27.69416014449127,27.69416014449127
5282,CDS,"product (flagellum-specific ATP synthase), transl_table (11), protein_id (ref|NP_310707.1|), ",2641237,2642610,1373,1,9.249817916970137,9.249817916970137,9.249817916970139,9.249817916970139
5341,misc_feature,"product (prophage Sp14, lambda-like phage), ",2668145,2712172,44027,6,28.68353510345924,0.6102316003058729,38.57632816226406,38.57632816226406
5349,CDS,"product (phage tail fiber protein), transl_table (11), protein_id (ref|NP_310744.1|), ",2671098,2672411,1313,3,33.28255902513328,26.50418888042651,33.28255902513328,33.28255902513328
5365,CDS,"product (phage tail length tape measure protein), transl_table (11), protein_id (ref|NP_305458.1|), ",2679215,2679979,764,2,25.13089005235602,24.86910994764398,25.13089005235602,25.13089005235602
5385,CDS,"product (phage terminase large subunit), transl_table (11), protein_id (ref|NP_310762.1|), ",2687363,2689291,1928,1,9.751037344398341,9.751037344398341,9.751037344398341,9.751037344398341
5783,misc_feature,"product (prophage Sp15, lambda-like phage), ",2896062,2943940,47878,6,24.09144074522745,0.5343442360443905,30.78449392205188,30.78449392205188
5789,CDS,"product (phage tail fiber protein), transl_table (11), protein_id (ref|NP_310968.1|), ",2897173,2898486,1313,3,31.22619954303122,25.71718710332572,31.22619954303122,31.22619954303122
5805,CDS,"product (phage tail length tape measure protein), transl_table (11), protein_id (ref|NP_310976.1|), ",2905284,2907929,2645,2,7.258979206049148,7.18336483931947,7.258979206049149,7.258979206049149
5821,CDS,"product (phage protease/scaffold protein), transl_table (11), protein_id (ref|NP_310984.2|), ",2911229,2912269,1040,1,13.65384615384615,13.65384615384615,13.65384615384615,13.65384615384615
8492,CDS,"product (RNA 3'-terminal phosphate cyclase), transl_table (11), protein_id (ref|NP_312290.2|), ",4268897,4269925,1028,1,24.12451361867704,24.12451361867704,24.12451361867704,24.12451361867704
8834,CDS,"product (multicopy suppressor of bamB), transl_table (11), protein_id (ref|NP_312464.1|), ",4464246,4464905,659,1,28.52807283763278,28.52807283763278,28.52807283763278,28.52807283763278
8904,CDS,"product (type IV secretion protein Rhs), transl_table (11), protein_id (ref|NP_312497.1|), ",4505009,4509238,4229,2,3.783400331047529,3.783400331047529,36.79356821943722,36.79356821943722
9150,CDS,"product (transporter), transl_table (11), protein_id (ref|NP_312623.3|), ",4627008,4628246,1238,1,11.1470113085622,11.1470113085622,11.1470113085622,11.1470113085622
9714,CDS,"product (type IV secretion protein Rhs), transl_table (11), protein_id (ref|NP_312891.1|), ",4929004,4933188,4184,2,3.824091778202677,3.824091778202677,37.18929254302103,37.18929254302103
9745,misc_feature,"pseudo, note (enzyme IIC component of PTS), pseudogene (unknown), ",4949539,4950618,1079,2,24.18906394810009,22.1964782205746,24.18906394810009,24.18906394810009
9896,misc_feature,"product (prophage Sp18, Mu-like phage), ",5040971,5079729,38758,4,1.751896382682285,1.220393209143919,1.751896382682285,1.751896382682285
9976,CDS,"product (phage tape measure protein), transl_table (11), protein_id (ref|NP_313009.1|), ",5065620,5067695,2075,4,29.49397590361446,21.98795180722891,29.49397590361446,29.49397590361446
