,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
1318,CDS,"product (D-aminoacylase), transl_table (11), protein_id (ref|YP_005224943.1|), ",681197,682636,1439,1,11.60528144544823,11.60528144544823,11.60528144544823,11.60528144544823
1406,CDS,"product (putative transcriptional regulator), transl_table (11), protein_id (ref|YP_005224987.1|), ",722840,723913,1073,1,13.0475302889096,13.0475302889096,13.0475302889096,13.0475302889096
1512,CDS,"product (sodium ion-translocating decarboxylase subunit beta), transl_table (11), protein_id (ref|YP_005225040.1|), ",780164,781465,1301,1,18.98539584934666,18.98539584934666,18.98539584934666,18.98539584934666
1514,CDS,"product (Oxaloacetate decarboxylase alpha chain), transl_table (11), protein_id (ref|YP_005225041.1|), ",781481,783265,1784,1,7.73542600896861,7.73542600896861,7.73542600896861,7.73542600896861
1516,CDS,"product (Oxaloacetate decarboxylase gamma chain), transl_table (11), protein_id (ref|YP_005225042.1|), ",783281,783532,251,1,74.10358565737052,74.10358565737052,74.10358565737052,74.10358565737052
1544,CDS,"product (glutathione-regulated potassium-efflux system protein KefC), transl_table (11), protein_id (ref|YP_005225056.1|), ",796917,798782,1865,3,10.48257372654155,11.83199285075961,55.65683646112601,55.65683646112601
1578,CDS,"product (L-ribulose-5-phosphate 4-epimerase), transl_table (11), protein_id (ref|YP_005225073.1|), ",818625,819320,695,1,24.74820143884892,24.74820143884892,24.74820143884892,24.74820143884892
1646,CDS,"product (phospho-N-acetylmuramoyl-pentapeptide-transferase), transl_table (11), protein_id (ref|YP_005225107.1|), ",856715,857797,1082,2,17.09796672828096,17.09796672828096,17.09796672828096,17.09796672828096
1656,CDS,"product (UDP-N-acetylmuramate--L-alanine ligase), transl_table (11), protein_id (ref|YP_005225112.1|), ",861520,862980,1460,1,9.520547945205479,9.520547945205479,9.520547945205479,9.520547945205479
1746,CDS,"product (multicopper oxidase), transl_table (11), protein_id (ref|YP_005225157.1|), ",906805,908403,1598,2,16.64580725907384,16.23904881101377,16.64580725907384,16.64580725907384
1784,CDS,"product (pullulanase Q protein), transl_table (11), protein_id (ref|YP_005225176.1|), ",925674,926474,800,1,34.75,34.75,34.75,34.75
1792,CDS,"product (pullulanase-specific type II secretion system component K), transl_table (11), protein_id (ref|YP_005225180.1|), ",928865,929818,953,1,16.68415529905561,16.68415529905561,16.68415529905561,16.68415529905561
1802,CDS,"product (pullulanase-specific type II secretion system component F), transl_table (11), protein_id (ref|YP_005225185.1|), ",931761,932975,1214,1,13.59143327841845,13.59143327841845,13.59143327841845,13.59143327841845
1854,CDS,"product (carbohydrate diacid transcriptional activator CdaR), transl_table (11), protein_id (ref|YP_005225211.1|), ",961820,963031,1211,1,16.10239471511148,16.10239471511148,16.10239471511148,16.10239471511148
1940,CDS,"product (2,5-diketo-D-gluconate reductase B), transl_table (11), protein_id (ref|YP_005225248.1|), ",1007491,1008294,803,1,21.29514321295143,21.29514321295143,21.29514321295143,21.29514321295143
1980,CDS,"product (Na+-translocating NADH-quinone reductase subunit C), transl_table (11), protein_id (ref|YP_005225267.1|), ",1027202,1027996,794,1,19.0176322418136,19.0176322418136,19.0176322418136,19.0176322418136
2006,CDS,"product (gamma-aminobutyrate transporter), transl_table (11), protein_id (ref|YP_005225280.1|), ",1038373,1039773,1400,1,10.5,10.5,10.5,10.5
2012,CDS,"product (L-2-hydroxyglutarate oxidase), transl_table (11), protein_id (ref|YP_005225283.1|), ",1042679,1043947,1268,1,11.75078864353312,11.75078864353312,11.75078864353312,11.75078864353312
2038,CDS,"product (dihydrolipoamide acetyltransferase), transl_table (11), protein_id (ref|YP_005225296.1|), ",1055756,1057291,1535,1,8.078175895765472,8.078175895765472,8.078175895765472,8.078175895765472
2076,CDS,"product (gamma-glutamyl phosphate reductase), transl_table (11), protein_id (ref|YP_005225314.1|), ",1073512,1074765,1253,2,14.52513966480447,14.52513966480447,14.52513966480447,14.52513966480447
2148,CDS,"product (taurine transporter ATP-binding subunit), transl_table (11), protein_id (ref|YP_005225350.1|), ",1108705,1109472,767,1,38.20078226857888,38.20078226857888,38.20078226857888,38.20078226857888
2198,CDS,"product (putative NAGC-like transcriptional regulator), transl_table (11), protein_id (ref|YP_005225375.1|), ",1130960,1131874,914,1,32.49452954048139,32.49452954048139,32.4945295404814,32.4945295404814
2200,CDS,"product (ATP-dependent dsDNA exonuclease), transl_table (11), protein_id (ref|YP_005225376.1|), ",1131948,1135085,3137,1,5.833598979917118,5.833598979917118,5.833598979917118,5.833598979917118
2220,CDS,"product (amidohydrolase), transl_table (11), protein_id (ref|YP_005225386.1|), ",1146202,1148070,1868,1,8.72591006423983,8.72591006423983,8.725910064239828,8.725910064239828
2236,CDS,"product (phosphodiesterase), transl_table (11), protein_id (ref|YP_005225394.1|), ",1153272,1153853,581,1,28.05507745266781,28.05507745266781,28.05507745266781,28.05507745266781
2352,CDS,"product (putative LRP-like transcriptional regulator), transl_table (11), protein_id (ref|YP_005225452.1|), ",1209694,1210152,458,1,35.58951965065502,35.58951965065502,35.58951965065502,35.58951965065502
2374,CDS,"product (GntR family transcriptional regulator), transl_table (11), protein_id (ref|YP_005225463.1|), ",1219342,1220769,1427,1,12.26348983882271,12.26348983882271,12.26348983882271,12.26348983882271
2413,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|YP_005225482.1|), ",1237332,1238783,1451,1,8.201240523776706,8.201240523776706,8.201240523776706,8.201240523776706
2682,CDS,"product (myo-inosose-2 dehydratase), transl_table (11), protein_id (ref|YP_005225613.1|), ",1361577,1362497,920,1,27.28260869565217,27.28260869565217,27.28260869565218,27.28260869565218
2690,CDS,"product (LacI family DNA-binding transcriptional regulator), transl_table (11), protein_id (ref|YP_005225617.1|), ",1366200,1367219,1019,1,16.8792934249264,16.8792934249264,16.8792934249264,16.8792934249264
2696,CDS,"product (sugar ABC transport system permease component), transl_table (11), protein_id (ref|YP_005225620.1|), ",1370109,1371131,1022,1,17.22113502935421,17.22113502935421,17.22113502935421,17.22113502935421
2774,CDS,"product (putative xylose isomerase-like TIM barrel), transl_table (11), protein_id (ref|YP_005225659.1|), ",1410126,1411148,1022,1,35.0293542074364,35.0293542074364,35.0293542074364,35.0293542074364
2804,CDS,"product (major facilitator superfamily transporter MFS_1), transl_table (11), protein_id (ref|YP_005225674.1|), ",1424587,1426014,1427,1,8.199018920812893,8.199018920812893,8.199018920812895,8.199018920812895
2806,CDS,"product (helix-turn-helix domain-containing protein), transl_table (11), protein_id (ref|YP_005225675.1|), ",1426123,1426989,866,1,34.41108545034642,34.41108545034642,34.41108545034642,34.41108545034642
2843,CDS,"product (putative secretion protein HlyD), transl_table (11), protein_id (ref|YP_005225693.1|), ",1443391,1444470,1079,1,10.56533827618165,10.56533827618165,10.56533827618165,10.56533827618165
2845,CDS,"product (putative acridine efflux pump), transl_table (11), protein_id (ref|YP_005225694.1|), ",1444484,1447576,3092,1,6.371280724450195,6.371280724450195,6.371280724450194,6.371280724450194
2855,CDS,"product (DMT family transporter), transl_table (11), protein_id (ref|YP_005225699.1|), ",1451378,1452286,908,1,21.36563876651982,21.36563876651982,21.36563876651982,21.36563876651982
2875,CDS,"product (peptide/opine/nickel ABC superfamily ATP binding cassette transporter, ABC protein), transl_table (11), protein_id (ref|YP_005225709.1|), ",1461493,1462197,704,1,30.82386363636364,30.82386363636364,30.82386363636364,30.82386363636364
2933,CDS,"product (ferrienterobactin receptor), transl_table (11), protein_id (ref|YP_005225737.1|), ",1489194,1491422,2228,1,5.655296229802514,5.655296229802514,5.655296229802514,5.655296229802514
2939,CDS,"product (ATP-dependent serine activating enzyme), transl_table (11), protein_id (ref|YP_005225740.1|), ",1493132,1497013,3881,2,2.963153826333419,2.963153826333419,2.963153826333419,2.963153826333419
2945,CDS,"product (ferric enterobactin transport protein), transl_table (11), protein_id (ref|YP_005225743.1|), ",1498858,1499865,1007,2,20.10923535253227,20.10923535253227,74.6772591857001,74.6772591857001
2947,CDS,"product (enterobactin exporter EntS), transl_table (11), protein_id (ref|YP_005225744.1|), ",1499978,1501219,1241,1,17.16357775987107,17.16357775987107,17.16357775987107,17.16357775987107
2957,CDS,"product (2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase), transl_table (11), protein_id (ref|YP_005225749.1|), ",1506285,1507040,755,1,21.19205298013245,21.19205298013245,21.19205298013245,21.19205298013245
2973,CDS,"product (putative ABC transport system ATPase component), transl_table (11), protein_id (ref|YP_005225757.1|), ",1513133,1514635,1502,1,30.3595206391478,30.3595206391478,30.3595206391478,30.3595206391478
2987,CDS,"product (S-methyl-5-thioribose-1-phosphate isomerase), transl_table (11), protein_id (ref|YP_005225764.1|), ",1521026,1522054,1028,2,23.63813229571984,16.78015564202335,23.63813229571985,23.63813229571985
3007,CDS,"product (D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein), transl_table (11), protein_id (ref|YP_005225774.1|), ",1533200,1534228,1028,2,23.83268482490272,17.94747081712062,23.83268482490272,23.83268482490272
3013,CDS,"product (ABC transporter permease), transl_table (11), protein_id (ref|YP_005225777.1|), ",1536225,1537073,848,1,18.27830188679245,18.27830188679245,18.27830188679245,18.27830188679245
3019,CDS,"product (biotin sulfoxide reductase), transl_table (11), protein_id (ref|YP_005225780.1|), ",1540146,1542455,2309,1,5.976613252490256,5.976613252490256,5.976613252490256,5.976613252490256
3067,CDS,"product (rare lipoprotein A), transl_table (11), protein_id (ref|YP_005225804.1|), ",1563086,1564234,1148,1,15.24390243902439,15.24390243902439,15.24390243902439,15.24390243902439
3109,CDS,"product (ATP-binding protein), transl_table (11), protein_id (ref|YP_005225825.1|), ",1585249,1586295,1046,1,13.09751434034417,13.09751434034417,13.09751434034417,13.09751434034417
3113,CDS,"product (2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase), transl_table (11), protein_id (ref|YP_005225827.1|), ",1588053,1589228,1175,1,13.4468085106383,13.4468085106383,13.4468085106383,13.4468085106383
3133,CDS,"product (ROK family transcriptional regulator), transl_table (11), protein_id (ref|YP_005225830.1|), ",1593148,1594368,1220,1,13.0327868852459,13.0327868852459,13.0327868852459,13.0327868852459
3155,CDS,"product (esterase YbfF), transl_table (11), protein_id (ref|YP_005225841.1|), ",1605244,1605960,716,1,19.55307262569832,19.55307262569832,19.55307262569832,19.55307262569832
3167,CDS,"product (sensor histidine kinase KdpD), transl_table (11), protein_id (ref|YP_005225847.1|), ",1609570,1612257,2687,2,6.289542240416822,6.21510978786751,6.289542240416822,6.289542240416822
3326,CDS,"product (formimidoylglutamase), transl_table (11), protein_id (ref|YP_005225919.1|), ",1677694,1678650,956,1,24.68619246861925,24.68619246861925,24.68619246861925,24.68619246861925
3404,CDS,"product (putative transketolase), transl_table (11), protein_id (ref|YP_005225957.1|), ",1715928,1716773,845,1,15.85798816568047,15.85798816568047,15.85798816568047,15.85798816568047
3456,CDS,"product (putative transcriptional regulator), transl_table (11), protein_id (ref|YP_005225982.1|), ",1738563,1739279,716,1,17.87709497206704,17.87709497206704,17.87709497206704,17.87709497206704
3510,CDS,"product (major facilitator superfamily protein), transl_table (11), protein_id (ref|YP_005226009.1|), ",1774337,1775569,1232,1,13.31168831168831,13.31168831168831,13.31168831168831,13.31168831168831
3796,CDS,"product (aliphatic sulfonates transport ATP-binding subunit), transl_table (11), protein_id (ref|YP_005226149.1|), ",1917790,1918563,773,1,24.70892626131953,24.70892626131953,24.70892626131953,24.70892626131953
3917,CDS,"product (putative transport protein), transl_table (11), protein_id (ref|YP_005226207.1|), ",1975404,1976726,1322,1,16.79273827534039,16.79273827534039,16.79273827534039,16.79273827534039
4023,CDS,"product (YceH family protein), transl_table (11), protein_id (ref|YP_005226256.1|), ",2020011,2020664,653,1,29.55589586523736,29.55589586523736,29.55589586523737,29.55589586523737
4029,CDS,"product (major facilitator superfamily permease), transl_table (11), protein_id (ref|YP_005226259.1|), ",2023291,2024505,1214,1,19.76935749588138,19.76935749588138,19.76935749588138,19.76935749588138
4083,CDS,"product (glycine zipper 2TM domain-containing protein), transl_table (11), protein_id (ref|YP_005226286.1|), ",2049674,2050213,539,1,24.48979591836735,24.48979591836735,24.48979591836735,24.48979591836735
4194,CDS,"product (LysR family transcriptional regulator), transl_table (11), protein_id (ref|YP_005226341.1|), ",2099465,2100355,890,1,14.7191011235955,14.7191011235955,14.71910112359551,14.71910112359551
4226,CDS,"product (putative amino acid/amine transport protein), transl_table (11), protein_id (ref|YP_005226357.1|), ",2111272,2112447,1175,1,24.08510638297873,24.08510638297873,24.08510638297872,24.08510638297872
4228,CDS,"product (putative ARAC-type regulatory protein), transl_table (11), protein_id (ref|YP_005226358.1|), ",2112555,2113349,794,1,21.91435768261965,21.91435768261965,21.91435768261965,21.91435768261965
4248,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|YP_005226368.1|), ",2121138,2121887,749,1,25.23364485981308,25.23364485981308,25.23364485981308,25.23364485981308
4252,CDS,"product (putative LysR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_005226370.1|), ",2123277,2124158,881,1,34.96027241770715,34.96027241770715,34.96027241770715,34.96027241770715
4327,CDS,"product (pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase), transl_table (11), protein_id (ref|YP_005226407.1|), ",2158817,2159227,410,1,53.90243902439025,53.90243902439025,53.90243902439025,53.90243902439025
4335,CDS,"product (putative ABC transporter permease), transl_table (11), protein_id (ref|YP_005226411.1|), ",2162022,2163548,1526,1,11.8610747051114,11.8610747051114,11.8610747051114,11.8610747051114
4341,CDS,"product (TVP38/TMEM64 family protein), transl_table (11), protein_id (ref|YP_005226414.1|), ",2165259,2165969,710,1,18.16901408450704,18.16901408450704,18.16901408450704,18.16901408450704
4472,CDS,"product (aconitate hydratase), transl_table (11), protein_id (ref|YP_005226479.1|), ",2226581,2229253,2672,1,7.18562874251497,7.18562874251497,7.18562874251497,7.18562874251497
4499,CDS,"product (putative oxidoreductase), transl_table (11), protein_id (ref|YP_005226492.1|), ",2237507,2238664,1157,2,20.31114952463267,19.66292134831461,20.31114952463267,20.31114952463267
4525,CDS,"product (putative helix-turn-helix AraC-type transcriptional regulator), transl_table (11), protein_id (ref|YP_005226505.1|), ",2249502,2251811,2309,1,7.968817669987008,7.968817669987008,7.968817669987008,7.968817669987008
4531,CDS,"product (phage shock protein operon transcriptional activator), transl_table (11), protein_id (ref|YP_005226508.1|), ",2254560,2255549,989,1,19.51466127401416,19.51466127401416,19.51466127401416,19.51466127401416
4541,CDS,"product (YcjX family protein), transl_table (11), protein_id (ref|YP_005226513.1|), ",2257359,2258756,1397,1,11.16678596993558,11.16678596993558,11.16678596993558,11.16678596993558
4723,CDS,"product (Rhs element Vgr protein), transl_table (11), protein_id (ref|YP_005226604.1|), ",2335474,2337843,2369,1,5.360911777121149,5.360911777121149,5.360911777121149,5.360911777121149
4767,CDS,"product (putative ARAC-type regulatory protein), transl_table (11), protein_id (ref|YP_005226625.1|), ",2356249,2357127,878,1,15.14806378132118,15.14806378132118,15.14806378132118,15.14806378132118
4782,CDS,"product (NmrA/HSCARG family protein), transl_table (11), protein_id (ref|YP_005226632.1|), ",2361278,2362189,911,1,35.12623490669594,35.12623490669594,35.12623490669594,35.12623490669594
4923,CDS,"product (YdcF family protein), transl_table (11), protein_id (ref|YP_005226702.1|), ",2436970,2437770,800,1,15.0,15.0,15.0,15.0
4954,CDS,"product (DNA-binding transcriptional repressor MalI), transl_table (11), protein_id (ref|YP_005226717.1|), ",2448801,2449829,1028,1,25.29182879377432,25.29182879377432,25.29182879377432,25.29182879377432
5090,CDS,"product (LysR family transcriptional regulator), transl_table (11), protein_id (ref|YP_005226784.1|), ",2515102,2516004,902,1,16.96230598669623,16.96230598669623,16.96230598669623,16.96230598669623
5163,CDS,"product (putative dehydrogenase), transl_table (11), protein_id (ref|YP_005226820.1|), ",2547458,2548360,902,1,23.94678492239468,23.94678492239468,23.94678492239468,23.94678492239468
5202,CDS,"product (high-affinity branched-chain amino acid ABC transporter membrane protein), transl_table (11), protein_id (ref|YP_005226839.1|), ",2564626,2566200,1574,1,9.466327827191867,9.466327827191867,9.466327827191868,9.466327827191868
5214,CDS,"product (O-acetylserine/cysteine export protein), transl_table (11), protein_id (ref|YP_005226845.1|), ",2570818,2571717,899,1,22.80311457174638,22.80311457174638,22.80311457174638,22.80311457174638
5287,misc_feature,"note (potential frameshift: common BLAST hit: gi|238894689|ref|YP_002919423.1| LysR family transcriptional regulator), ",2602305,2603150,845,1,17.27810650887574,17.27810650887574,17.27810650887574,17.27810650887574
5289,CDS,"product (LysR family transcriptional regulator), transl_table (11), protein_id (ref|YP_005226882.1|), ",2602305,2602865,560,1,17.14285714285714,17.14285714285714,17.14285714285714,17.14285714285714
5293,CDS,"product (putative 2-nitropropane dioxygenase), transl_table (11), protein_id (ref|YP_005226884.1|), ",2603135,2604298,1163,1,7.308684436801376,7.308684436801376,7.308684436801376,7.308684436801376
5321,CDS,"product (putative guanine/xanthin permease), transl_table (11), protein_id (ref|YP_005226898.1|), ",2616250,2617629,1379,1,12.11022480058013,12.11022480058013,12.11022480058013,12.11022480058013
5387,CDS,"product (putative general substrate transporter), transl_table (11), protein_id (ref|YP_005226930.1|), ",2644596,2645966,1370,2,13.35766423357664,12.88321167883212,13.35766423357664,13.35766423357664
5439,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|YP_005226955.1|), ",2668228,2669265,1037,1,12.24686595949855,12.24686595949855,12.24686595949855,12.24686595949855
5524,CDS,"product (major facilitator superfamily protein), transl_table (11), protein_id (ref|YP_005226997.1|), ",2707380,2708678,1298,2,20.1848998459168,10.20801232665639,20.1848998459168,20.1848998459168
5564,CDS,"product (putative gamma-glutamyltransferase), transl_table (11), protein_id (ref|YP_005227017.1|), ",2726480,2728066,1586,1,13.24085750315258,13.24085750315258,13.24085750315258,13.24085750315258
5567,misc_feature,"note (potential frameshift: common BLAST hit: gi|238894806|ref|YP_002919540.1| amidase), ",2728259,2729657,1398,1,12.87553648068669,12.87553648068669,12.8755364806867,12.8755364806867
5571,CDS,"product (amidohydrolase, AtzE family), transl_table (11), protein_id (ref|YP_005227020.1|), ",2728899,2729657,758,1,23.7467018469657,23.7467018469657,23.7467018469657,23.7467018469657
5649,CDS,"product (putative cytochrome c biogenesis protein), transl_table (11), protein_id (ref|YP_005227059.1|), ",2764914,2766104,1190,3,63.02521008403361,36.02240896358543,63.02521008403362,63.02521008403362
5651,CDS,"product (HAMP domain-containing protein), transl_table (11), protein_id (ref|YP_005227060.1|), ",2766207,2767550,1343,1,15.18987341772152,15.18987341772152,15.18987341772152,15.18987341772152
5769,CDS,"product (putative transporter ATP-binding component), transl_table (11), protein_id (ref|YP_005227117.1|), ",2818328,2820043,1715,1,13.35276967930029,13.35276967930029,13.35276967930029,13.35276967930029
5849,CDS,"product (ABC transporter membrane protein), transl_table (11), protein_id (ref|YP_005227156.1|), ",2858909,2860564,1655,3,35.04531722054381,27.47230614300101,35.04531722054381,35.04531722054381
5871,CDS,"product (ABC transporter substrate-binding protein), transl_table (11), protein_id (ref|YP_005227167.1|), ",2870837,2871688,851,1,23.14923619271445,23.14923619271445,23.14923619271445,23.14923619271445
5900,CDS,"product (amidohydrolase), transl_table (11), protein_id (ref|YP_005227181.1|), ",2885861,2887567,1706,1,6.799531066822978,6.799531066822978,6.799531066822977,6.799531066822977
5925,CDS,"product (putative NAD-dependent aldehyde dehydrogenase), transl_table (11), protein_id (ref|YP_005227193.1|), ",2894179,2895612,1433,1,11.65387299371947,11.65387299371947,11.65387299371947,11.65387299371947
5927,CDS,"product (putative hydrolase), transl_table (11), protein_id (ref|YP_005227194.1|), ",2895626,2896375,749,2,27.10280373831775,24.56608811748998,27.10280373831776,27.10280373831776
5997,CDS,"product (putative transcriptional regulator (LysR family)), transl_table (11), protein_id (ref|YP_005227228.1|), ",2927467,2928390,923,2,13.43445287107259,13.43445287107259,13.43445287107259,13.43445287107259
6017,CDS,"product (putative oxidoreductase), transl_table (11), protein_id (ref|YP_005227238.1|), ",2937252,2938292,1040,2,18.17307692307692,17.98076923076923,18.17307692307692,18.17307692307692
6056,CDS,"product (anhydro-N-acetylmuramic acid kinase), transl_table (11), protein_id (ref|YP_005227257.1|), ",2953891,2955015,1124,1,23.48754448398576,23.48754448398576,23.48754448398576,23.48754448398576
6075,CDS,"product (superoxide dismutase), transl_table (11), protein_id (ref|YP_005227266.1|), ",2961139,2961576,437,1,47.36842105263158,47.36842105263158,47.36842105263158,47.36842105263158
6125,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_005227288.1|), ",2982158,2982673,515,1,35.33980582524272,35.33980582524272,35.33980582524272,35.33980582524272
6155,CDS,"product (putative ABC transport system ATP-binding protein), transl_table (11), protein_id (ref|YP_005227303.1|), ",2993428,2994408,980,1,31.73469387755102,31.73469387755102,31.73469387755102,31.73469387755102
6180,CDS,"product (amidohydrolase), transl_table (11), protein_id (ref|YP_005227315.1|), ",3004275,3005693,1418,3,39.45698166431594,15.5618241654913,62.12976022566995,62.12976022566995
6192,CDS,"product (putative creatininase), transl_table (11), protein_id (ref|YP_005227321.1|), ",3010825,3011706,881,1,21.33938706015891,21.33938706015891,21.33938706015891,21.33938706015891
6214,CDS,"product (putative acetyl-CoA:acetoacetyl-CoA transferase beta subunit), transl_table (11), protein_id (ref|YP_005227332.1|), ",3019796,3020452,656,1,24.08536585365854,24.08536585365854,24.08536585365854,24.08536585365854
6215,misc_feature,"note (potential frameshift: common BLAST hit: gi|238895095|ref|YP_002919830.1| beta-ketothiolase), ",3020462,3021643,1181,1,19.89839119390347,19.89839119390347,19.89839119390347,19.89839119390347
6217,CDS,"product (acetyl-CoA acetyltransferase), transl_table (11), protein_id (ref|YP_005227333.1|), ",3020462,3021211,749,1,31.37516688918558,31.37516688918558,31.37516688918558,31.37516688918558
6221,CDS,"product (3-hydroxybutyryl-CoA dehydrogenase), transl_table (11), protein_id (ref|YP_005227335.1|), ",3021655,3022578,923,1,18.52654387865655,18.52654387865655,18.52654387865655,18.52654387865655
6264,CDS,"product (cytochrome c biogenesis), transl_table (11), protein_id (ref|YP_005227356.1|), ",3047168,3047626,458,1,46.72489082969432,46.72489082969432,46.72489082969432,46.72489082969432
6268,CDS,"product (heme ABC transporter membrane protein), transl_table (11), protein_id (ref|YP_005227358.1|), ",3047837,3048574,737,1,53.18860244233379,53.18860244233379,53.18860244233379,53.18860244233379
6282,CDS,"product (putative ABC transport system ATP-binding component), transl_table (11), protein_id (ref|YP_005227365.1|), ",3054761,3055831,1070,1,12.89719626168224,12.89719626168224,12.89719626168224,12.89719626168224
6292,CDS,"product (formate dehydrogenase H, selenopolypeptide subunit), transl_table (11), protein_id (ref|YP_005227370.1|), ",3060325,3062535,2210,1,13.0316742081448,13.0316742081448,13.0316742081448,13.0316742081448
6321,CDS,"product (iron ABC transporter permease), transl_table (11), protein_id (ref|YP_005227384.1|), ",3073282,3074235,953,1,29.1710388247639,29.1710388247639,29.1710388247639,29.1710388247639
6329,CDS,"product (ABC transporter ATPase), transl_table (11), protein_id (ref|YP_005227388.1|), ",3078979,3079752,773,1,22.38033635187581,22.38033635187581,22.38033635187581,22.38033635187581
6341,CDS,"product (putative LysR family regulatory protein), transl_table (11), protein_id (ref|YP_005227394.1|), ",3085101,3085994,893,1,12.54199328107503,12.54199328107503,12.54199328107503,12.54199328107503
6343,CDS,"product (putative cysteine dioxygenase type I), transl_table (11), protein_id (ref|YP_005227395.1|), ",3086363,3086704,341,2,45.16129032258064,40.61583577712609,45.16129032258065,45.16129032258065
6349,CDS,"product (putative 3-hydroxyphenylpropionic transporter MhpT), transl_table (11), protein_id (ref|YP_005227398.1|), ",3089131,3090327,1196,1,13.62876254180602,13.62876254180602,13.62876254180602,13.62876254180602
6357,CDS,"product (2-hydroxy-6-oxononadienedioate), transl_table (11), protein_id (ref|YP_005227402.1|), ",3093175,3094041,866,1,24.59584295612009,24.59584295612009,24.59584295612009,24.59584295612009
6368,CDS,"product (ABC transporter substrate-binding protein), transl_table (11), protein_id (ref|YP_005227407.1|), ",3097750,3098808,1058,1,12.28733459357278,12.28733459357278,12.28733459357278,12.28733459357278
